campaign_id,campaign_name,start_date,budget,spent_amount,impressions,clicks,conversions,campaign_status,campaign_type,end_date,target_audience
231,Product Launch Announcement 2024,2025-12-17,5318.95,478.23,25291.0,751.0,9.0,Active,Amanda Lee,,
232,Brand Keywords Campaign 2025,2026-01-07,86633.44,0.0,0.0,0.0,0.0,Planned,Michael Chen,,
233,Birthday Special Campaign 2024,2025-10-18,7432.0,7162.8,1355591.0,13849.0,205.0,Completed,James Miller,,
234,Fall Newsletter Campaign 2025,2025-12-15,1808.2,253.21,30440.0,1269.0,29.0,Active,Nicole Taylor,,
235,Summer Display Ads 2025,2025-03-26,24935.76,25067.21,3414935.0,20362.0,795.0,Completed,Amanda Lee,,
236,Q3 Newsletter Campaign 2025,2025-11-25,1209.31,461.91,34123.0,2083.0,95.0,Paused,Kevin Brown,,
237,Prime Day Email Blast 2024,2024-12-23,9045.84,1275.75,96370.0,4544.0,328.0,Cancelled,Sarah Johnson,,
238,Q2 Social Push 2024,2025-05-31,13567.09,12934.44,2571707.0,40412.0,1730.0,Completed,Jessica Martinez,,
239,Spring Search Campaign 2025,2025-02-05,90081.5,87868.61,16337708.0,802699.0,40181.0,Completed,Chris Anderson,,
240,Prime Day Email Blast 2025,2024-12-09,5097.54,5067.93,287507.0,17436.0,1197.0,Completed,Jessica Martinez,,
241,Valentine Social Campaign 2023,2025-10-31,35853.52,15730.56,789123.0,21188.0,820.0,Paused,Laura Garcia,,
242,High Intent Keywords 2024 #242,2025-08-24,83618.26,84741.78,13081237.0,1146865.0,72115.0,Completed,Rachel Green,,
243,Valentine Search Push 2023,2025-11-02,12177.21,8780.76,1260752.0,83828.0,7009.0,Paused,Nicole Taylor,,
244,Retargeting Display 2025,2024-10-04,72255.09,61824.31,3627971.0,15843.0,472.0,Completed,Chris Anderson,,
245,Memorial Day Video Push 2023,2025-08-18,99007.85,17778.19,1029068.0,15108.0,133.0,Cancelled,Sarah Johnson,,
246,Q2 Video Campaign 2023,2025-02-26,68688.76,59801.58,3218190.0,50450.0,1010.0,Completed,James Miller,,
247,Back to School Social Campaign 2025 #247,2025-11-22,11061.49,3266.19,268418.0,4512.0,23.0,Active,Laura Garcia,,
248,Valentine Video Push 2023,2024-10-22,90459.16,81422.23,4552503.0,70088.0,1001.0,Completed,Kevin Brown,,
249,Local Search Campaign 2024 #249,2025-05-21,11761.25,10004.02,835953.0,31191.0,2679.0,Completed,Stephanie Davis,,
250,Year End Search Push 2025 #250,2025-06-26,91595.0,79953.28,7827434.0,349776.0,12359.0,Completed,Michael Chen,,
251,Birthday Special Campaign 2024 #251,2025-12-13,5378.61,636.95,36494.0,2001.0,60.0,Active,Nicole Taylor,,
252,Shopping Ads Campaign 2025 #252,2025-11-19,35706.81,18746.63,3277332.0,302347.0,13235.0,Active,James Miller,,
253,Cyber Monday Email Blast 2023,2025-10-26,6876.69,4898.75,510090.0,34775.0,2603.0,Active,Amanda Lee,,
254,Labor Day Search Push 2024,2025-12-18,40973.21,4503.22,445207.0,38038.0,1631.0,Active,James Miller,,
255,Local Search Campaign 2023 #255,2025-05-04,61850.6,56271.47,8143453.0,384681.0,9844.0,Completed,Rachel Green,,
256,User Generated Content 2024 #256,2026-03-20,57903.09,0.0,0.0,0.0,0.0,Planned,Brian Wilson,,
257,Abandoned Cart Recovery 2023,2025-05-19,5160.76,5316.4,1051216.0,12323.0,562.0,Completed,Laura Garcia,,
258,Winter Video Campaign 2023,2025-12-03,34307.35,17278.76,2372146.0,21666.0,510.0,Active,Chris Anderson,,
259,Product Display Ads 2023 #259,2026-01-06,36292.4,0.0,0.0,0.0,0.0,Planned,Stephanie Davis,,
260,Social Contest Campaign 2023 #260,2026-02-07,17880.2,0.0,0.0,0.0,0.0,Planned,David Kim,,
261,Spring Display Ads 2023,2024-12-29,49764.06,47155.05,3032181.0,27056.0,144.0,Completed,Andrew Thompson,,
262,Q3 Newsletter Campaign 2023,2024-12-29,907.25,90.08,10947.0,825.0,60.0,Cancelled,Andrew Thompson,,
263,Year End Social Campaign 2024,2025-10-31,38589.63,35107.53,2715422.0,42654.0,1243.0,Completed,Brian Wilson,,
264,Prime Day Search Push 2023,2025-11-27,53574.49,28335.25,4439884.0,155207.0,4894.0,Active,Emily Rodriguez,,
265,Product Showcase Social 2024 #265,2025-11-21,57292.96,29062.2,2476733.0,37147.0,1202.0,Active,Chris Anderson,,
266,Labor Day Direct Mail 2025,2026-03-11,26867.93,0.0,NaN,NaN,NaN,Planned,Stephanie Davis,,
267,Black Friday Social Campaign 2025,2024-11-05,52905.75,47787.59,2741189.0,42121.0,1225.0,Completed,Sarah Johnson,,
268,Win-Back Mailer 2023,2025-10-23,35940.43,37599.04,NaN,NaN,NaN,Completed,Emily Rodriguez,,
269,Winter Newsletter Campaign 2025,2025-11-11,932.06,745.89,140347.0,7184.0,306.0,Active,David Kim,,
270,Winter Newsletter Campaign 2023,2025-06-12,6812.29,6595.83,1242838.0,46621.0,714.0,Completed,James Miller,,
271,Prime Day Social Campaign 2023,2025-01-06,91551.74,81479.73,6005766.0,110079.0,2999.0,Completed,Sarah Johnson,,
272,Spring Video Campaign 2024,2025-11-19,38132.32,19819.9,1022728.0,21888.0,657.0,Active,James Miller,,
273,Community Engagement 2024 #273,2025-11-09,2026.58,1687.52,309902.0,8561.0,166.0,Completed,Emily Rodriguez,,
274,Q4 Video Campaign 2025,2025-02-13,17746.7,16178.05,950040.0,21972.0,117.0,Completed,Stephanie Davis,,
275,Back to School Banner Ads 2023,2025-07-30,91079.94,94182.69,12526846.0,73517.0,1959.0,Completed,Rachel Green,,
276,Native Advertising 2023,2025-08-17,28312.3,26491.52,2424641.0,4441.0,149.0,Completed,Andrew Thompson,,
277,Winter Social Push 2025,2025-05-23,13811.79,11364.42,669603.0,6651.0,217.0,Completed,Rachel Green,,
278,Easter Video Push 2024,2025-12-16,46981.45,3877.85,500600.0,3556.0,83.0,Active,Kevin Brown,,
279,Prime Day Search Push 2025,2025-11-26,31280.54,10348.39,613471.0,15756.0,745.0,Active,Amanda Lee,,
280,Black Friday Banner Ads 2023,2025-11-20,14870.65,6391.71,627839.0,2154.0,30.0,Active,James Miller,,
281,Holiday Banner Ads 2023,2026-02-17,16740.43,0.0,0.0,0.0,0.0,Planned,Jessica Martinez,,
282,Q1 Video Campaign 2025,2024-11-13,80512.54,71392.68,7600154.0,102701.0,542.0,Completed,Kevin Brown,,
283,Easter Search Push 2023 #283,2026-03-02,25545.54,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
284,Brand Awareness Display 2024 #284,2025-12-03,27361.05,4107.17,315341.0,2475.0,89.0,Active,Jessica Martinez,,
285,Remarketing Search 2023 #285,2026-02-26,91883.7,0.0,0.0,0.0,0.0,Planned,James Miller,,
286,Valentine Social Campaign 2025,2025-11-12,94722.86,47011.87,4878791.0,133632.0,6071.0,Paused,Amanda Lee,,
287,Q2 Newsletter Campaign 2023,2025-11-27,4217.23,2966.74,199957.0,12726.0,709.0,Paused,Sarah Johnson,,
288,Q2 Search Campaign 2023 #288,2025-12-16,21196.11,1585.45,178382.0,17312.0,1134.0,Active,Emily Rodriguez,,
289,Audience Display Campaign 2023 #289,2025-05-13,88966.65,73005.91,5530232.0,22389.0,494.0,Completed,Stephanie Davis,,
290,Spring Newsletter Campaign 2024,2025-03-15,4241.05,4153.45,787069.0,49712.0,3188.0,Completed,Sarah Johnson,,
291,Testimonial Videos 2025,2025-11-19,37328.98,21349.73,1991054.0,22072.0,667.0,Active,Jessica Martinez,,
292,Easter Email Blast 2023,2025-10-24,3260.25,2974.9,149116.0,4396.0,131.0,Completed,Laura Garcia,,
293,Trending Topic Campaign 2024 #293,2025-12-13,83082.58,9349.83,1185910.0,7358.0,346.0,Active,Chris Anderson,,
294,Testimonial Videos 2023,2025-12-07,4034.84,1578.04,240807.0,5280.0,185.0,Active,Stephanie Davis,,
295,Q1 Social Push 2023,2025-09-05,30107.45,4799.49,784026.0,4906.0,84.0,Cancelled,Jessica Martinez,,
296,Year End Banner Ads 2025,2025-11-24,6318.37,1439.18,84547.0,127.0,3.0,Active,Chris Anderson,,
297,Memorial Day Search Push 2025,2025-08-09,79020.09,77545.88,4027990.0,220769.0,16138.0,Completed,Brian Wilson,,
298,Event Reminder SMS 2023,2025-11-04,6579.72,5130.02,490732.0,43884.0,2536.0,Active,Chris Anderson,,
299,Social Proof Campaign 2025 #299,2025-07-07,5803.02,4786.15,483903.0,11263.0,363.0,Completed,Rachel Green,,
300,Trending Topic Campaign 2024 #300,2025-10-30,74228.43,60442.11,3818552.0,67574.0,1893.0,Active,James Miller,,
301,Contextual Targeting 2025 #301,2025-08-02,73953.03,68632.38,9598297.0,73559.0,3223.0,Completed,Amanda Lee,,
302,Summer Search Campaign 2025,2025-08-03,7516.81,1330.61,88088.0,5695.0,492.0,Cancelled,Emily Rodriguez,,
303,Labor Day Social Campaign 2025,2025-05-04,68638.59,58394.75,5828482.0,78247.0,3490.0,Completed,Kevin Brown,,
304,Social Contest Campaign 2024 #304,2025-06-20,98720.81,90032.48,5023102.0,51222.0,634.0,Completed,Sarah Johnson,,
305,Year End Social Campaign 2023,2025-03-07,8129.96,6639.68,612259.0,13671.0,224.0,Completed,Chris Anderson,,
306,Valentine Search Push 2025,2026-01-25,30568.77,0.0,0.0,0.0,0.0,Planned,Emily Rodriguez,,
307,Competitor Conquest 2024 #307,2025-12-11,66071.26,15353.19,818192.0,17012.0,413.0,Active,Jessica Martinez,,
308,Easter Search Push 2024 #308,2025-10-30,46202.79,18629.67,2458664.0,108817.0,5471.0,Active,Sarah Johnson,,
309,Fall Newsletter Campaign 2023,2025-01-23,995.67,984.85,66745.0,2431.0,62.0,Completed,David Kim,,
310,Native Advertising 2023 #310,2025-04-24,30376.22,29111.43,5461595.0,17383.0,628.0,Completed,Rachel Green,,
311,Q4 Display Ads 2025,2025-11-29,28433.52,11411.23,704534.0,5335.0,263.0,Active,Nicole Taylor,,
312,Valentine Email Blast 2023 #312,2025-10-04,7048.07,367.81,55413.0,3415.0,82.0,Cancelled,Andrew Thompson,,
313,Influencer Partnership 2025 #313,2026-01-05,18825.57,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
314,Social Video Ads 2023 #314,2025-11-07,67048.59,50072.74,5665020.0,57586.0,2530.0,Active,David Kim,,
315,Brand Awareness Drive 2025 #315,2025-08-03,61798.68,50109.61,3889671.0,110393.0,2646.0,Completed,Jessica Martinez,,
316,Birthday Special Campaign 2025 #316,2026-01-16,4866.59,962.19,99344.0,5373.0,177.0,Cancelled,Michael Chen,,
317,Labor Day Email Blast 2025,2025-06-14,3811.99,3052.42,191379.0,10720.0,497.0,Completed,James Miller,,
318,Fall Search Campaign 2025,2026-03-03,23626.7,0.0,0.0,0.0,0.0,Planned,Michael Chen,,
319,Q4 Newsletter Campaign 2024 #319,2025-01-30,1001.89,965.01,123285.0,6790.0,236.0,Completed,Stephanie Davis,,
320,Summer Search Campaign 2023,2025-12-02,68605.36,15829.93,1027710.0,60673.0,2332.0,Paused,Nicole Taylor,,
321,Easter Banner Ads 2023,2025-12-17,25928.28,6473.9,471418.0,3822.0,39.0,Active,Jessica Martinez,,
322,Winter Video Campaign 2025,2025-12-09,21233.37,4104.05,745855.0,18464.0,610.0,Active,Brian Wilson,,
323,Cyber Monday Search Push 2025,2025-12-03,81846.42,32155.56,1947211.0,164179.0,4688.0,Paused,James Miller,,
324,Labor Day Social Campaign 2024,2025-12-14,18465.65,4874.4,334924.0,7723.0,314.0,Active,Rachel Green,,
325,VIP Early Access SMS 2023,2025-10-02,5526.78,5038.76,387237.0,54281.0,2298.0,Completed,Brian Wilson,,
326,Q1 Display Ads 2024,2026-01-04,73004.64,0.0,0.0,0.0,0.0,Planned,David Kim,,
327,Community Engagement 2023 #327,2025-10-19,79651.32,79923.03,4259504.0,32634.0,618.0,Completed,Emily Rodriguez,,
328,High Intent Keywords 2024 #328,2025-11-29,83460.58,19073.58,1970971.0,167388.0,9559.0,Paused,Nicole Taylor,,
329,Memorial Day Social Campaign 2025,2025-01-22,23576.48,22371.31,1196242.0,16762.0,616.0,Completed,Rachel Green,,
330,Year End Video Push 2024,2025-03-01,70281.51,64039.92,3973880.0,80143.0,1728.0,Completed,Brian Wilson,,
331,Summer Newsletter Campaign 2024,2025-02-03,1134.02,934.06,74884.0,3477.0,149.0,Completed,Brian Wilson,,
332,Remarketing Search 2024 #332,2025-12-14,18802.85,3235.68,374672.0,22465.0,1930.0,Active,Michael Chen,,
333,Influencer Partnership 2023 #333,2026-01-29,78608.2,0.0,0.0,0.0,0.0,Planned,Amanda Lee,,
334,Prime Day Banner Ads 2024,2025-11-15,46319.26,34730.75,1811107.0,13246.0,481.0,Paused,Brian Wilson,,
335,Cyber Monday Search Push 2024 #335,2026-03-04,90524.72,0.0,0.0,0.0,0.0,Planned,Nicole Taylor,,
336,Back to School Search Push 2023,2025-11-12,21907.17,21547.63,1281168.0,41079.0,1939.0,Active,Laura Garcia,,
337,Holiday Email Blast 2024,2025-10-04,7434.38,7314.73,440347.0,17428.0,707.0,Completed,Chris Anderson,,
338,Competitor Conquest 2025 #338,2025-11-15,42378.26,30469.46,1725706.0,111502.0,7852.0,Active,Brian Wilson,,
339,Q4 Newsletter Campaign 2025,2025-11-28,6141.79,4258.52,316522.0,15629.0,1223.0,Active,Sarah Johnson,,
340,Back to School Banner Ads 2024,2024-12-20,57429.01,50580.08,3907781.0,36918.0,524.0,Completed,Chris Anderson,,
341,Summer Search Campaign 2025 #341,2024-12-23,95499.88,79418.92,5232485.0,500413.0,37641.0,Completed,Amanda Lee,,
342,Back to School Email Blast 2025,2026-03-16,6848.14,0.0,0.0,0.0,0.0,Planned,Nicole Taylor,,
343,Cyber Monday Social Campaign 2025,2025-11-19,89064.61,50776.53,5177451.0,63508.0,2997.0,Active,Nicole Taylor,,
344,Black Friday Search Push 2023,2025-11-14,88532.32,54538.28,10748770.0,1029739.0,93869.0,Active,Kevin Brown,,
345,Winter Search Campaign 2023,2025-04-29,44097.27,44584.31,8911209.0,480227.0,14336.0,Completed,Jessica Martinez,,
346,Product Showcase Social 2024 #346,2025-08-16,51712.81,48929.36,5946955.0,108135.0,1561.0,Completed,Laura Garcia,,
347,Valentine Video Push 2024,2025-10-10,7962.97,1180.84,86575.0,1220.0,33.0,Cancelled,Laura Garcia,,
348,Holiday Email Blast 2025,2024-11-01,1222.74,1131.83,78768.0,4507.0,53.0,Completed,Andrew Thompson,,
349,Cyber Monday Video Push 2025,2025-11-23,98562.24,80341.35,4884925.0,50042.0,808.0,Active,Michael Chen,,
350,Customer Win-Back Email 2025 #350,2026-02-24,3729.79,0.0,0.0,0.0,0.0,Planned,David Kim,,
351,Q3 Display Ads 2024,2025-07-31,27854.53,28447.5,3156129.0,25062.0,1189.0,Completed,Sarah Johnson,,
352,Contextual Targeting 2025 #352,2026-02-17,21065.15,0.0,0.0,0.0,0.0,Planned,Stephanie Davis,,
353,Trending Topic Campaign 2023 #353,2025-10-30,22577.71,18835.49,1530746.0,41460.0,1159.0,Active,Kevin Brown,,
354,Q3 Video Campaign 2024,2026-02-25,95377.02,0.0,0.0,0.0,0.0,Planned,Michael Chen,,
355,Prime Day Email Blast 2025 #355,2025-09-05,1934.4,1945.52,118284.0,8266.0,274.0,Completed,Rachel Green,,
356,Fall Video Campaign 2024,2025-11-08,99832.33,34805.34,2038468.0,29532.0,730.0,Paused,Michael Chen,,
357,Shopping Ads Campaign 2025 #357,2025-02-27,57632.77,56768.95,6223845.0,613407.0,17899.0,Completed,Amanda Lee,,
358,Streaming TV Ads 2023 #358,2026-01-29,58003.94,0.0,0.0,0.0,0.0,Planned,David Kim,,
359,Brand Keywords Campaign 2023 #359,2026-03-22,48571.95,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
360,Contextual Targeting 2025 #360,2025-03-21,22797.38,22262.05,1517179.0,11344.0,545.0,Completed,David Kim,,
361,Brand Story Video 2023,2025-11-25,37885.7,15047.81,1007222.0,5893.0,173.0,Active,Andrew Thompson,,
362,Black Friday Video Push 2023,2024-12-09,74877.36,63950.49,7386149.0,99708.0,820.0,Completed,Laura Garcia,,
363,Labor Day Video Push 2025,2025-12-11,30050.46,7084.09,386279.0,3432.0,115.0,Active,Rachel Green,,
364,Coupon Mailer Campaign 2023,2025-10-29,22774.39,22974.43,NaN,NaN,NaN,Completed,Nicole Taylor,,
365,User Generated Content 2025 #365,2024-11-09,3409.4,3325.85,207174.0,5775.0,106.0,Completed,Sarah Johnson,,
366,Labor Day Video Push 2023,2025-02-23,11992.55,10433.98,593105.0,6505.0,95.0,Completed,Andrew Thompson,,
367,Prime Day Email Blast 2025 #367,2026-01-16,1107.83,16.92,2588.0,56.0,1.0,Cancelled,Sarah Johnson,,
368,Cyber Monday Social Campaign 2023,2025-07-07,16149.49,14755.32,1026085.0,15482.0,252.0,Completed,Michael Chen,,
369,Social Contest Campaign 2023 #369,2025-05-08,6811.6,269.62,53376.0,286.0,11.0,Cancelled,Sarah Johnson,,
370,Product Category Search 2023 #370,2026-03-08,38521.21,0.0,0.0,0.0,0.0,Planned,James Miller,,
371,Spring Display Ads 2024,2025-07-29,25386.27,26126.69,1984261.0,5234.0,178.0,Completed,Jessica Martinez,,
372,Fall Search Campaign 2025 #372,2026-01-30,17998.17,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
373,Order Update SMS 2023,2025-09-22,8898.21,7210.98,415151.0,33269.0,949.0,Completed,Stephanie Davis,,
374,Black Friday Search Push 2025,2025-03-23,75027.18,4712.62,353001.0,12551.0,262.0,Cancelled,Rachel Green,,
375,Easter Search Push 2025,2025-12-06,86355.08,24177.43,2794365.0,261627.0,17269.0,Active,James Miller,,
376,Q3 Video Campaign 2025,2025-08-09,53557.65,50403.94,6250743.0,93022.0,2510.0,Completed,Sarah Johnson,,
377,Cyber Monday Social Campaign 2024,2025-11-22,51820.41,16117.44,943979.0,6506.0,286.0,Active,Laura Garcia,,
378,High Intent Keywords 2024 #378,2025-11-11,76054.13,28890.55,5253014.0,256427.0,20839.0,Active,Brian Wilson,,
379,Year End Email Blast 2025,2025-03-24,2352.34,2247.43,170118.0,3704.0,177.0,Completed,Emily Rodriguez,,
380,Birthday Special Campaign 2023 #380,2025-07-28,3536.87,3383.21,241440.0,10313.0,819.0,Completed,Andrew Thompson,,
381,Year End Email Blast 2023,2025-03-11,5152.5,4251.53,230601.0,13357.0,266.0,Completed,Michael Chen,,
382,Q1 Display Ads 2025,2024-12-14,8216.42,7752.9,639652.0,2474.0,37.0,Completed,Michael Chen,,
383,Spring Display Ads 2025 #383,2025-12-06,91453.1,29003.79,3297241.0,14976.0,534.0,Active,Sarah Johnson,,
384,Short Form Video 2023,2025-10-31,19922.59,10091.69,577811.0,7765.0,316.0,Paused,Chris Anderson,,
385,Q2 Catalog Mailing 2025,2026-02-27,37838.29,0.0,NaN,NaN,NaN,Planned,Michael Chen,,
386,Local Search Campaign 2025 #386,2026-02-27,38062.05,0.0,0.0,0.0,0.0,Planned,James Miller,,
387,Product Category Search 2025 #387,2025-11-24,71146.32,17779.8,1254425.0,71966.0,2000.0,Active,Michael Chen,,
388,Black Friday Email Blast 2023,2025-11-09,5150.56,1994.8,141132.0,10613.0,819.0,Active,Kevin Brown,,
389,Labor Day SMS Deals 2025,2025-11-17,6145.54,1953.72,102872.0,10971.0,1035.0,Active,Emily Rodriguez,,
390,Valentine Email Blast 2025,2025-06-13,6846.07,6448.04,423288.0,18950.0,532.0,Completed,David Kim,,
391,Memorial Day Banner Ads 2025,2025-08-24,84556.48,78799.35,4755231.0,34928.0,1349.0,Completed,David Kim,,
392,Abandoned Cart Recovery 2025 #392,2025-12-17,8973.65,803.82,65374.0,5058.0,290.0,Active,Emily Rodriguez,,
393,Q4 Display Ads 2023,2024-12-26,22754.39,22960.95,1652024.0,5051.0,219.0,Completed,Chris Anderson,,
394,Cyber Monday Banner Ads 2024,2025-05-22,25577.13,20864.31,2317945.0,17394.0,92.0,Completed,Amanda Lee,,
395,Valentine Social Campaign 2024 #395,2025-11-26,65627.83,19328.5,2234875.0,19793.0,866.0,Active,Stephanie Davis,,
396,Audience Display Campaign 2024 #396,2025-11-28,47552.45,10175.36,1161770.0,2719.0,95.0,Active,Brian Wilson,,
397,Short Form Video 2025,2025-08-15,91834.92,77215.66,4873903.0,64106.0,716.0,Completed,Jessica Martinez,,
398,Back to School Email Blast 2023,2025-06-02,8577.3,8184.13,608143.0,32989.0,425.0,Completed,Nicole Taylor,,
399,Trending Topic Campaign 2024 #399,2025-05-14,42734.43,7259.77,1150239.0,6074.0,292.0,Cancelled,James Miller,,
400,Year End Banner Ads 2024,2025-09-04,43836.32,44724.58,3099022.0,14986.0,717.0,Completed,Jessica Martinez,,
401,Year End Search Push 2024,2025-11-29,29649.25,11205.75,1889029.0,67074.0,4286.0,Active,Chris Anderson,,
402,Fall Social Push 2025,2025-10-27,69306.87,35573.83,4462467.0,129722.0,3696.0,Paused,Emily Rodriguez,,
403,Fall Social Push 2024,2025-11-15,45358.91,17694.5,984148.0,16360.0,564.0,Active,Jessica Martinez,,
404,Influencer Partnership 2024 #404,2025-08-05,74373.93,13641.29,1258873.0,7656.0,349.0,Cancelled,David Kim,,
405,Cyber Monday Email Blast 2025,2025-09-02,4519.5,4703.89,269991.0,4432.0,140.0,Completed,David Kim,,
406,Brand Keywords Campaign 2023 #406,2025-03-28,85339.24,15920.25,1603879.0,64376.0,4792.0,Cancelled,Nicole Taylor,,
407,Loyalty Rewards Email 2024 #407,2025-01-25,3224.48,2993.82,541393.0,11326.0,786.0,Completed,Amanda Lee,,
408,Year End Email Blast 2024,2025-02-20,7461.99,6922.79,1310779.0,70301.0,1379.0,Completed,Andrew Thompson,,
409,Birthday SMS Special 2024,2025-12-17,6520.51,1643.66,135393.0,7525.0,670.0,Active,Jessica Martinez,,
410,Community Engagement 2023 #410,2025-01-08,55314.45,44734.35,3028819.0,31289.0,1546.0,Completed,Amanda Lee,,
411,Community Engagement 2025 #411,2025-11-26,3733.49,2244.84,437628.0,10274.0,275.0,Active,Jessica Martinez,,
412,Social Contest Campaign 2023 #412,2025-12-12,57677.99,5425.81,369875.0,6294.0,75.0,Paused,Michael Chen,,
413,Q3 Social Push 2024,2026-02-05,69104.72,0.0,0.0,0.0,0.0,Planned,Nicole Taylor,,
414,Product Showcase Social 2024 #414,2025-11-17,85077.2,23343.48,3424784.0,67266.0,2254.0,Active,Kevin Brown,,
415,Product Category Search 2024 #415,2025-05-24,45430.96,44984.98,7834853.0,710419.0,42714.0,Completed,Kevin Brown,,
416,Weekly Deals Newsletter 2023 #416,2025-03-18,7862.33,7877.07,927181.0,35014.0,2706.0,Completed,Andrew Thompson,,
417,Native Advertising 2024 #417,2025-10-30,5588.14,4153.7,328923.0,1492.0,37.0,Active,Emily Rodriguez,,
418,Memorial Day Banner Ads 2023,2025-01-23,83473.61,74916.27,8284460.0,80467.0,2806.0,Completed,James Miller,,
419,High Intent Keywords 2025 #419,2025-07-21,84092.9,69097.49,11456718.0,1056588.0,78588.0,Completed,Rachel Green,,
420,Summer Display Ads 2023,2025-09-06,8884.04,7993.74,595003.0,2614.0,51.0,Completed,Andrew Thompson,,
421,Q4 Newsletter Campaign 2023,2024-11-06,6349.95,6297.2,538242.0,28665.0,541.0,Completed,Michael Chen,,
422,Anniversary Mailing 2025,2025-11-09,42978.4,16042.67,NaN,NaN,NaN,Active,Chris Anderson,,
423,Q4 Video Campaign 2024,2025-07-02,11409.28,10966.6,580913.0,10754.0,207.0,Completed,Michael Chen,,
424,Contextual Targeting 2025 #424,2025-06-09,34119.27,32456.26,4001968.0,24839.0,1120.0,Completed,Jessica Martinez,,
425,Q2 Newsletter Campaign 2024,2025-09-26,4387.33,3839.92,215994.0,3454.0,80.0,Completed,Kevin Brown,,
426,Q1 Social Push 2024 #426,2025-01-19,94485.45,1509.36,83244.0,2336.0,92.0,Cancelled,Andrew Thompson,,
427,Flash Sale Alert 2023 #427,2025-06-19,9438.51,8951.94,742818.0,32795.0,2605.0,Completed,Jessica Martinez,,
428,Testimonial Videos 2024 #428,2025-11-29,31902.18,14648.62,1285732.0,10903.0,418.0,Active,Rachel Green,,
429,Spring Newsletter Campaign 2024 #429,2026-03-10,1180.58,0.0,0.0,0.0,0.0,Planned,James Miller,,
430,Q4 SMS Blast 2023,2026-02-23,3357.74,0.0,0.0,0.0,0.0,Planned,Jessica Martinez,,
431,High Intent Keywords 2024 #431,2025-11-14,42099.42,14554.2,2695786.0,81736.0,7423.0,Active,Andrew Thompson,,
432,Spring Video Campaign 2025,2025-06-27,98716.5,102280.14,19670943.0,255773.0,7356.0,Completed,Andrew Thompson,,
433,Product Category Search 2025 #433,2025-02-18,83607.68,80836.09,12097502.0,367736.0,13567.0,Completed,Nicole Taylor,,
434,Competitor Conquest 2024 #434,2025-12-06,17798.15,4200.53,409042.0,16318.0,1550.0,Active,Kevin Brown,,
435,Prime Day SMS Deals 2024,2026-02-25,3091.48,0.0,0.0,0.0,0.0,Planned,Emily Rodriguez,,
436,Product Showcase Social 2023 #436,2025-05-13,19532.31,17929.09,1683236.0,8419.0,174.0,Completed,Laura Garcia,,
437,Product Launch Announcement 2023 #437,2026-01-02,2591.89,0.0,0.0,0.0,0.0,Planned,Jessica Martinez,,
438,Q4 Social Push 2024 #438,2025-06-16,79159.23,76029.05,3977579.0,103173.0,857.0,Completed,David Kim,,
439,Brand Awareness Display 2023 #439,2025-11-13,67603.43,26186.27,2881733.0,2986.0,81.0,Active,James Miller,,
440,High Intent Keywords 2025 #440,2025-10-31,81801.56,62042.74,5402056.0,475685.0,12210.0,Active,Brian Wilson,,
441,Product Demo Videos 2024 #441,2025-09-06,48254.81,40330.23,2343535.0,54937.0,963.0,Completed,Stephanie Davis,,
442,Year End Email Blast 2023 #442,2025-11-22,3253.96,2409.49,166547.0,5575.0,419.0,Paused,Rachel Green,,
443,Q3 Search Campaign 2025,2026-03-03,11023.65,0.0,0.0,0.0,0.0,Planned,Nicole Taylor,,
444,Product Category Search 2023 #444,2025-11-09,17108.46,16317.82,982216.0,78025.0,3548.0,Active,Amanda Lee,,
445,Influencer Partnership 2025 #445,2025-02-16,6285.43,110.31,6035.0,134.0,6.0,Cancelled,Rachel Green,,
446,Q2 Video Campaign 2024,2025-08-15,93627.73,96988.73,10568325.0,211388.0,8661.0,Completed,Chris Anderson,,
447,Community Engagement 2023 #447,2025-09-30,38403.71,37673.68,2288859.0,19075.0,729.0,Completed,Michael Chen,,
448,High Intent Keywords 2024 #448,2025-01-13,44076.82,43896.85,7585340.0,403664.0,10435.0,Completed,Brian Wilson,,
449,Customer Win-Back Email 2024 #449,2026-03-24,8545.96,0.0,0.0,0.0,0.0,Planned,Michael Chen,,
450,Q2 Display Ads 2024,2025-02-14,29617.95,30948.02,2029881.0,5986.0,212.0,Completed,Nicole Taylor,,
451,Flash Sale Alert 2025 #451,2025-11-16,2388.31,1072.82,114991.0,4711.0,278.0,Active,Stephanie Davis,,
452,Birthday Special Campaign 2023 #452,2025-11-26,9414.35,1976.89,234715.0,3000.0,187.0,Active,Laura Garcia,,
453,Brand Awareness Drive 2023 #453,2025-10-27,92167.48,74762.81,5343862.0,69088.0,2250.0,Completed,David Kim,,
454,Easter Banner Ads 2024,2025-11-10,91625.18,50774.93,3589570.0,23116.0,217.0,Active,Kevin Brown,,
455,Brand Story Video 2024 #455,2025-12-07,93711.04,15353.93,1921385.0,12125.0,485.0,Active,Stephanie Davis,,
456,Prime Day SMS Deals 2025,2026-03-14,8438.1,0.0,0.0,0.0,0.0,Planned,Nicole Taylor,,
