campaign_id,campaign_name,campaign_type,start_date,end_date,budget,spent_amount,impressions,clicks,conversions,target_audience,campaign_status
932,Social Video Ads 2025 #932,Stephanie Davis,2026-02-09,,78424.84,0.0,0,0,0,,Planned
997,Programmatic Display 2025 #997,Stephanie Davis,2025-09-16,,16905.12,17140.98,1136748,5057,153,,Completed
40,Trending Topic Campaign 2025,Emily Rodriguez,2025-05-29,,62213.74,10678.59,851459,8080,391,,Cancelled
61,Cross-Network Display 2024,David Kim,2025-06-01,,62329.76,56677.96,5987310,8373,277,,Completed
467,Cross-Network Display 2024 #467,Andrew Thompson,2025-12-18,,27327.64,1738.39,150218,199,3,,Active
610,Summer Search Campaign 2024,Chris Anderson,2025-10-31,,94735.58,49474.82,2545873,131742,8902,,Paused
632,Fall Social Push 2025 #632,James Miller,2025-09-22,,86123.82,77922.15,8003703,131209,1382,,Completed
203,Cross-Network Display 2023,James Miller,2025-04-05,,16445.37,2462.28,143861,187,6,,Cancelled
263,Year End Social Campaign 2024,Brian Wilson,2025-10-31,,38589.63,35107.53,2715422,42654,1243,,Completed
372,Fall Search Campaign 2025 #372,Kevin Brown,2026-01-30,,17998.17,0.0,0,0,0,,Planned
582,Social Proof Campaign 2024 #582,Sarah Johnson,2025-12-04,,13329.96,2637.35,164291,4462,80,,Active
752,Memorial Day Banner Ads 2023 #752,Amanda Lee,2025-12-03,,74672.44,37199.98,2139426,8007,101,,Active
945,Product Display Ads 2024 #945,Andrew Thompson,2025-12-14,,75657.82,18095.24,2823867,15253,106,,Active
108,Q1 Social Push 2024,Rachel Green,2025-11-21,,16443.58,7051.88,374681,7670,228,,Active
126,Influencer Partnership 2024,Emily Rodriguez,2025-02-02,,64300.0,66816.41,8336070,140300,6717,,Completed
127,Q3 Newsletter Campaign 2024,David Kim,2025-11-03,,8149.27,6343.06,497503,24092,817,,Active
132,Valentine Banner Ads 2025,Nicole Taylor,2025-04-27,,56811.34,54794.8,2742470,15604,358,,Completed
169,Winter Catalog Mailing 2024,Andrew Thompson,2025-07-09,,33249.46,31277.34,0,0,0,,Completed
515,Product Launch Announcement 2024 #515,Kevin Brown,2024-12-08,,1746.38,1800.12,157315,5643,69,,Completed
699,Retargeting Display 2025 #699,James Miller,2025-07-02,,41566.88,40887.06,2561622,18210,149,,Completed
123,Social Video Ads 2025,David Kim,2026-02-27,,81363.35,0.0,0,0,0,,Planned
318,Fall Search Campaign 2025,Michael Chen,2026-03-03,,23626.7,0.0,0,0,0,,Planned
407,Loyalty Rewards Email 2024 #407,Amanda Lee,2025-01-25,,3224.48,2993.82,541393,11326,786,,Completed
495,Trending Topic Campaign 2025 #495,Amanda Lee,2025-08-08,,69736.51,67566.08,3788819,101607,2448,,Completed
587,Shopping Ads Campaign 2025 #587,Emily Rodriguez,2025-11-08,,53594.94,34516.35,5140297,281574,10863,,Active
764,Birthday Special Campaign 2025 #764,James Miller,2025-03-24,,4662.58,4674.38,253206,13217,528,,Completed
781,Q4 Social Push 2025 #781,Brian Wilson,2025-09-29,,98839.29,101333.98,6167873,80506,2010,,Completed
136,Winter Newsletter Campaign 2024,James Miller,2025-01-23,,6930.94,7085.99,394310,17339,900,,Completed
272,Spring Video Campaign 2024,James Miller,2025-11-19,,38132.32,19819.9,1022728,21888,657,,Active
609,Influencer Partnership 2023 #609,Sarah Johnson,2026-01-20,,81694.9,0.0,0,0,0,,Planned
113,Labor Day Social Campaign 2023,Brian Wilson,2024-11-03,,11869.55,12153.33,698059,19357,164,,Completed
450,Q2 Display Ads 2024,Nicole Taylor,2025-02-14,,29617.95,30948.02,2029881,5986,212,,Completed
621,Valentine Email Blast 2024 #621,Emily Rodriguez,2025-11-27,,3708.98,1225.43,62234,3920,179,,Paused
685,Loyalty Rewards Email 2025 #685,Stephanie Davis,2025-10-31,,802.14,367.97,34769,405,30,,Active
689,Product Category Search 2025 #689,Michael Chen,2025-11-04,,3047.46,1912.88,129835,7721,685,,Paused
712,Tutorial Video Ads 2024 #712,Michael Chen,2026-02-20,,11433.25,0.0,0,0,0,,Planned
717,Weekly Deals Newsletter 2024 #717,Kevin Brown,2025-04-07,,4611.61,4276.89,246405,10539,493,,Completed
733,Product Showcase Social 2024 #733,Laura Garcia,2025-04-16,,52458.16,42543.42,3420121,21049,605,,Completed
907,Labor Day Search Push 2023 #907,James Miller,2025-09-06,,46095.98,38603.11,3788919,85880,3690,,Completed
423,Q4 Video Campaign 2024,Michael Chen,2025-07-02,,11409.28,10966.6,580913,10754,207,,Completed
535,Retargeting Display 2024 #535,Nicole Taylor,2025-09-05,,96693.78,94562.11,7118281,65035,894,,Completed
593,Retargeting Display 2024 #593,Nicole Taylor,2025-11-02,,21823.53,11542.89,1092833,1604,72,,Active
920,Social Contest Campaign 2025 #920,Emily Rodriguez,2025-11-16,,48930.91,22461.83,4179044,89769,1750,,Active
86,Year End Search Push 2025,Amanda Lee,2024-12-26,,47546.45,45968.51,5924486,366385,31020,,Completed
319,Q4 Newsletter Campaign 2024 #319,Stephanie Davis,2025-01-30,,1001.89,965.01,123285,6790,236,,Completed
504,Community Engagement 2024 #504,Stephanie Davis,2026-03-23,,20674.92,0.0,0,0,0,,Planned
620,Shopping Ads Campaign 2023 #620,Michael Chen,2025-04-21,,84668.32,67740.47,3834967,185603,7973,,Completed
777,Back to School Social Campaign 2024 #777,Amanda Lee,2026-03-04,,80733.44,0.0,0,0,0,,Planned
875,Influencer Partnership 2025 #875,Andrew Thompson,2026-02-12,,80995.75,0.0,0,0,0,,Planned
972,Brand Awareness Drive 2025 #972,Chris Anderson,2025-11-14,,30277.03,12607.38,2027647,29745,800,,Active
990,Q3 Search Campaign 2025 #990,Emily Rodriguez,2025-05-29,,90391.87,92808.69,8597023,436255,30096,,Completed
87,Restock Alert SMS 2025,Chris Anderson,2025-11-21,,7235.35,3480.21,374619,50023,4065,,Active
472,Social Proof Campaign 2025 #472,James Miller,2025-12-12,,75785.59,9530.51,1206304,8993,258,,Cancelled
31,Community Engagement 2025,David Kim,2025-12-01,,28629.84,7454.99,387518,6735,128,,Active
275,Back to School Banner Ads 2023,Rachel Green,2025-07-30,,91079.94,94182.69,12526846,73517,1959,,Completed
307,Competitor Conquest 2024 #307,Jessica Martinez,2025-12-11,,66071.26,15353.19,818192,17012,413,,Active
382,Q1 Display Ads 2025,Michael Chen,2024-12-14,,8216.42,7752.9,639652,2474,37,,Completed
388,Black Friday Email Blast 2023,Kevin Brown,2025-11-09,,5150.56,1994.8,141132,10613,819,,Active
400,Year End Banner Ads 2024,Jessica Martinez,2025-09-04,,43836.32,44724.58,3099022,14986,717,,Completed
507,Easter Banner Ads 2025,Andrew Thompson,2025-12-02,,34745.35,18853.34,2855941,4592,108,,Paused
698,New Customer Welcome Kit 2024,Nicole Taylor,2025-03-21,,19314.93,1471.03,0,0,0,,Cancelled
732,Brand Awareness Drive 2024 #732,Brian Wilson,2025-02-26,,68186.81,68734.34,7504607,204869,5740,,Completed
801,Streaming TV Ads 2025 #801,Emily Rodriguez,2025-10-29,,33923.49,20526.2,1349450,12231,276,,Active
807,Community Engagement 2023 #807,Kevin Brown,2025-10-25,,95780.06,13473.05,870019,15713,718,,Cancelled
45,New Arrivals Newsletter 2023,James Miller,2025-12-04,,4609.92,930.77,143742,9264,490,,Active
315,Brand Awareness Drive 2025 #315,Jessica Martinez,2025-08-03,,61798.68,50109.61,3889671,110393,2646,,Completed
367,Prime Day Email Blast 2025 #367,Sarah Johnson,2026-01-16,,1107.83,16.92,2588,56,1,,Cancelled
797,High Intent Keywords 2025 #797,Jessica Martinez,2025-12-11,,90187.89,16371.52,1158337,44420,3236,,Active
930,Retargeting Display 2025 #930,Sarah Johnson,2025-12-13,,50315.89,5406.13,348243,2962,146,,Active
226,New Arrivals Newsletter 2025,Michael Chen,2025-07-23,,8599.1,8115.17,868026,12222,254,,Completed
396,Audience Display Campaign 2024 #396,Brian Wilson,2025-11-28,,47552.45,10175.36,1161770,2719,95,,Active
521,Easter Video Push 2025,James Miller,2025-10-06,,64766.32,57211.87,3999114,22400,216,,Completed
618,Product Demo Videos 2025 #618,Stephanie Davis,2026-03-23,,59545.23,0.0,0,0,0,,Planned
686,Fall Social Push 2023 #686,Andrew Thompson,2025-04-01,,79795.29,73175.47,9298868,61349,594,,Completed
762,Loyalty Rewards Email 2023 #762,David Kim,2025-06-07,,9697.93,1132.12,203529,11761,265,,Cancelled
792,Brand Awareness Drive 2024 #792,Stephanie Davis,2025-09-26,,95339.91,97521.77,4944682,65977,1906,,Completed
93,Spring Social Push 2024,David Kim,2025-09-04,,81613.46,81569.35,10375393,70685,1800,,Completed
216,Q2 Search Campaign 2023,Laura Garcia,2025-09-04,,79150.25,68382.75,4514044,189274,6718,,Completed
276,Native Advertising 2023,Andrew Thompson,2025-08-17,,28312.3,26491.52,2424641,4441,149,,Completed
939,Easter Video Push 2024 #939,Emily Rodriguez,2025-04-01,,49285.15,50971.11,2567955,21838,216,,Completed
11,Social Contest Campaign 2025,Jessica Martinez,2024-12-11,,78097.35,73209.85,5342596,105374,3601,,Completed
556,Competitor Conquest 2024 #556,Brian Wilson,2025-02-21,,47489.73,8737.8,474300,32329,2609,,Cancelled
574,User Generated Content 2025 #574,Laura Garcia,2025-02-01,,6301.57,6305.7,418754,3993,176,,Completed
804,Social Contest Campaign 2023 #804,Michael Chen,2025-10-07,,44608.26,41629.62,7655696,43070,1973,,Completed
884,Spring Catalog Mailing 2025,Amanda Lee,2025-05-21,,40899.37,40412.44,0,0,0,,Completed
912,Trending Topic Campaign 2025 #912,Rachel Green,2025-12-03,,21393.29,3711.31,236132,4016,51,,Paused
963,Q1 Newsletter Campaign 2023 #963,Amanda Lee,2025-10-26,,7118.53,6796.5,459070,8588,536,,Active
63,Flash Sale SMS 2023,Rachel Green,2026-02-13,,2822.09,0.0,0,0,0,,Planned
671,Programmatic Display 2024 #671,Stephanie Davis,2025-11-17,,32356.83,12952.42,1761366,5107,47,,Active
815,Flash Sale Alert 2023 #815,Nicole Taylor,2025-01-28,,9145.35,9291.59,925883,33263,1061,,Completed
15,Holiday Social Campaign 2024,Michael Chen,2025-09-29,,55690.09,45689.82,3403608,64163,846,,Completed
18,Flash Sale Alert 2025,Emily Rodriguez,2026-02-18,,8382.43,0.0,0,0,0,,Planned
166,Abandoned Cart Recovery 2024,Stephanie Davis,2025-07-17,,1827.14,1914.66,96100,5006,160,,Completed
273,Community Engagement 2024 #273,Emily Rodriguez,2025-11-09,,2026.58,1687.52,309902,8561,166,,Completed
513,Trending Topic Campaign 2024 #513,Jessica Martinez,2025-02-19,,80236.7,78391.65,6829146,177853,6831,,Completed
524,Back to School Search Push 2025,Emily Rodriguez,2025-07-23,,41905.81,43260.83,2376560,115894,11411,,Completed
592,Local Search Campaign 2025 #592,Michael Chen,2025-12-04,,81327.4,33456.57,1901022,106957,6537,,Active
978,Product Showcase Social 2025 #978,Amanda Lee,2025-05-13,,51472.72,45709.61,3348945,31986,1173,,Completed
118,Prime Day Email Blast 2023,Laura Garcia,2025-12-05,,5265.59,2925.08,270940,7850,277,,Active
604,High Intent Keywords 2023 #604,Michael Chen,2025-05-09,,23226.39,22311.87,2769886,123460,3452,,Completed
741,Contextual Targeting 2023 #741,Laura Garcia,2025-07-29,,65810.19,67274.86,6694053,54476,2396,,Completed
973,Winter Catalog Mailing 2023,Nicole Taylor,2025-04-24,,10932.85,9553.15,0,0,0,,Completed
70,New Arrivals Newsletter 2024,Emily Rodriguez,2025-03-17,,5772.81,5803.5,810339,25724,889,,Completed
240,Prime Day Email Blast 2025,Jessica Martinez,2024-12-09,,5097.54,5067.93,287507,17436,1197,,Completed
422,Anniversary Mailing 2025,Chris Anderson,2025-11-09,,42978.4,16042.67,0,0,0,,Active
566,Abandoned Cart Recovery 2025 #566,Andrew Thompson,2026-01-07,,1339.95,0.0,0,0,0,,Planned
599,Back to School Email Blast 2025 #599,Nicole Taylor,2026-01-22,,1176.38,0.0,0,0,0,,Planned
188,Memorial Day Search Push 2023,Michael Chen,2025-05-04,,22321.61,21454.95,1363311,37631,2599,,Completed
378,High Intent Keywords 2024 #378,Brian Wilson,2025-11-11,,76054.13,28890.55,5253014,256427,20839,,Active
453,Brand Awareness Drive 2023 #453,David Kim,2025-10-27,,92167.48,74762.81,5343862,69088,2250,,Completed
655,Memorial Day Video Push 2024,Amanda Lee,2025-04-07,,65112.22,55211.48,8341430,127529,3411,,Completed
789,High Intent Keywords 2023 #789,Amanda Lee,2025-08-13,,82068.91,81553.58,6664477,192861,9424,,Completed
199,Summer Social Push 2025,Kevin Brown,2025-01-13,,63754.96,53516.36,2698290,46182,1785,,Completed
516,Dynamic Search Ads 2024 #516,Nicole Taylor,2025-10-29,,7926.09,6445.17,645098,16472,444,,Paused
596,Black Friday SMS Deals 2023,Brian Wilson,2025-03-29,,5088.18,4329.99,258544,28922,2732,,Completed
814,Brand Awareness Drive 2025 #814,Laura Garcia,2025-05-06,,38104.53,36042.71,2793356,79927,637,,Completed
85,Brand Story Video 2024,Jessica Martinez,2025-12-05,,93303.71,26813.14,2147868,28585,612,,Paused
122,Back to School Video Push 2024,Amanda Lee,2024-12-16,,36890.22,29934.8,2646801,30422,928,,Completed
128,Order Update SMS 2024,Andrew Thompson,2025-06-09,,9650.52,8245.52,554994,53753,2744,,Completed
285,Remarketing Search 2023 #285,James Miller,2026-02-26,,91883.7,0.0,0,0,0,,Planned
301,Contextual Targeting 2025 #301,Amanda Lee,2025-08-02,,73953.03,68632.38,9598297,73559,3223,,Completed
326,Q1 Display Ads 2024,David Kim,2026-01-04,,73004.64,0.0,0,0,0,,Planned
445,Influencer Partnership 2025 #445,Rachel Green,2025-02-16,,6285.43,110.31,6035,134,6,,Cancelled
490,Native Advertising 2024 #490,Stephanie Davis,2026-01-12,,94700.7,0.0,0,0,0,,Planned
496,Social Video Ads 2024 #496,Brian Wilson,2025-11-23,,49242.75,30857.71,5173040,43542,1063,,Active
561,Social Proof Campaign 2025 #561,Emily Rodriguez,2025-10-24,,94888.17,89095.47,10016973,299366,3057,,Completed
658,Native Advertising 2025 #658,Stephanie Davis,2025-06-14,,13763.7,12349.51,1331508,10449,182,,Completed
715,Retargeting Display 2025 #715,Kevin Brown,2026-02-13,,89499.27,0.0,0,0,0,,Planned
773,Product Showcase Social 2023 #773,Sarah Johnson,2025-03-25,,23454.66,20250.76,1446402,9943,174,,Completed
356,Fall Video Campaign 2024,Michael Chen,2025-11-08,,99832.33,34805.34,2038468,29532,730,,Paused
558,Programmatic Display 2023 #558,Kevin Brown,2025-04-21,,73481.74,73968.75,4379832,37603,321,,Completed
697,Product Launch Announcement 2023 #697,Andrew Thompson,2025-12-06,,7010.23,1002.83,52491,2705,96,,Active
952,Product Category Search 2023 #952,Sarah Johnson,2025-10-29,,16955.0,9506.71,863827,30261,2106,,Paused
984,Product Showcase Social 2023 #984,James Miller,2025-04-12,,30508.56,26020.62,2518692,50183,2416,,Completed
255,Local Search Campaign 2023 #255,Rachel Green,2025-05-04,,61850.6,56271.47,8143453,384681,9844,,Completed
531,Social Proof Campaign 2025 #531,Michael Chen,2025-11-05,,81726.44,30639.61,1816946,40466,1068,,Active
536,High Intent Keywords 2023 #536,Emily Rodriguez,2025-01-15,,19709.1,19015.35,1010692,74881,2157,,Completed
988,Audience Display Campaign 2024 #988,Amanda Lee,2025-12-16,,4702.2,1301.8,92942,516,20,,Active
76,Product Demo Videos 2023,Amanda Lee,2026-03-06,,48171.81,0.0,0,0,0,,Planned
205,Q2 Display Ads 2023,Nicole Taylor,2026-01-15,,22210.75,0.0,0,0,0,,Planned
236,Q3 Newsletter Campaign 2025,Kevin Brown,2025-11-25,,1209.31,461.91,34123,2083,95,,Paused
614,Trending Topic Campaign 2025 #614,Emily Rodriguez,2025-11-08,,50773.4,18849.08,1703689,49764,355,,Active
775,Flash Sale Alert 2023 #775,Jessica Martinez,2025-07-31,,3509.95,601.31,119987,3883,280,,Cancelled
80,Trending Topic Campaign 2024,Kevin Brown,2025-03-22,,85162.68,73349.52,3777758,26385,693,,Completed
317,Labor Day Email Blast 2025,James Miller,2025-06-14,,3811.99,3052.42,191379,10720,497,,Completed
350,Customer Win-Back Email 2025 #350,David Kim,2026-02-24,,3729.79,0.0,0,0,0,,Planned
956,Programmatic Display 2024 #956,Emily Rodriguez,2025-11-06,,79346.1,42951.89,2327998,9462,388,,Active
91,Spring Display Ads 2025,Stephanie Davis,2025-11-13,,33115.49,12694.99,2073307,5599,155,,Paused
222,Year End Social Campaign 2025,Kevin Brown,2025-10-29,,72967.73,45646.47,2834515,67576,547,,Paused
468,High Intent Keywords 2024 #468,Nicole Taylor,2025-01-04,,71405.37,67721.73,5476174,380174,16209,,Completed
820,Brand Awareness Drive 2025 #820,Chris Anderson,2025-04-24,,84913.19,70725.59,5788075,165148,4120,,Completed
910,Customer Win-Back Email 2023 #910,Rachel Green,2025-11-14,,1239.71,441.74,25910,1101,11,,Active
981,Audience Display Campaign 2023 #981,Chris Anderson,2024-10-28,,72717.02,62605.81,5074416,34880,1550,,Completed
780,Loyalty Mailer 2023,Chris Anderson,2026-02-25,,42087.61,0.0,0,0,0,,Planned
107,Competitor Conquest 2025,Nicole Taylor,2025-11-14,,38770.98,29327.49,2844158,260652,21109,,Active
172,Streaming TV Ads 2025,Rachel Green,2025-08-21,,4995.51,5017.28,252163,2096,13,,Completed
957,Product Display Ads 2024 #957,Brian Wilson,2024-10-28,,94014.92,95399.32,5464490,10112,320,,Completed
989,Native Advertising 2024 #989,Kevin Brown,2025-11-15,,91637.05,33243.33,1940981,15326,751,,Active
17,Product Category Search 2025,Michael Chen,2026-01-13,,8298.81,0.0,0,0,0,,Planned
27,Cyber Monday Banner Ads 2023,Chris Anderson,2025-10-12,,96163.45,95442.98,11046025,54808,1474,,Completed
47,Brand Awareness Drive 2023,Rachel Green,2024-12-29,,31132.09,30580.64,2119479,44646,2170,,Completed
95,Brand Awareness Drive 2024,Emily Rodriguez,2025-10-27,,73626.94,43408.28,4097969,21725,882,,Active
253,Cyber Monday Email Blast 2023,Amanda Lee,2025-10-26,,6876.69,4898.75,510090,34775,2603,,Active
289,Audience Display Campaign 2023 #289,Stephanie Davis,2025-05-13,,88966.65,73005.91,5530232,22389,494,,Completed
347,Valentine Video Push 2024,Laura Garcia,2025-10-10,,7962.97,1180.84,86575,1220,33,,Cancelled
865,Back to School SMS Deals 2023,Jessica Martinez,2025-11-19,,8975.99,4799.82,373297,39553,1765,,Paused
938,Flash Sale Alert 2025 #938,Kevin Brown,2026-01-31,,8804.39,0.0,0,0,0,,Planned
968,Community Engagement 2024 #968,Chris Anderson,2025-11-02,,40320.55,22873.13,1381502,39424,1358,,Active
117,Loyalty Rewards Email 2023,Amanda Lee,2024-12-25,,5222.95,447.67,52957,913,42,,Cancelled
376,Q3 Video Campaign 2025,Sarah Johnson,2025-08-09,,53557.65,50403.94,6250743,93022,2510,,Completed
716,Customer Win-Back Email 2024 #716,Kevin Brown,2026-01-05,,8029.96,0.0,0,0,0,,Planned
745,Brand Awareness Display 2025 #745,Emily Rodriguez,2025-10-29,,79660.34,62372.53,3293963,6017,147,,Active
811,Retargeting Display 2025 #811,Laura Garcia,2025-08-26,,15292.24,15042.88,2937019,13556,422,,Completed
822,Prime Day Video Push 2023,Chris Anderson,2025-05-26,,82529.87,71655.91,4473237,109107,3327,,Completed
925,Q4 Video Campaign 2023,David Kim,2025-12-03,,28557.62,6380.86,443640,3003,81,,Active
244,Retargeting Display 2025,Chris Anderson,2024-10-04,,72255.09,61824.31,3627971,15843,472,,Completed
947,Trending Topic Campaign 2023 #947,Kevin Brown,2025-09-25,,95588.95,11682.58,597103,9069,54,,Cancelled
245,Memorial Day Video Push 2023,Sarah Johnson,2025-08-18,,99007.85,17778.19,1029068,15108,133,,Cancelled
371,Spring Display Ads 2024,Jessica Martinez,2025-07-29,,25386.27,26126.69,1984261,5234,178,,Completed
565,Community Engagement 2023 #565,Kevin Brown,2025-11-15,,38123.63,18364.91,1145499,17282,416,,Paused
726,Easter Social Campaign 2023,Laura Garcia,2025-08-04,,80507.83,82755.89,5392976,130965,5913,,Completed
863,Weekly Deals Newsletter 2023 #863,James Miller,2025-11-26,,6850.63,2671.08,168672,7167,264,,Paused
969,Product Demo Videos 2023 #969,Sarah Johnson,2025-08-30,,16276.78,965.15,186192,1055,51,,Cancelled
46,Product Display Ads 2024,Stephanie Davis,2025-12-15,,83532.37,11260.55,585878,3666,114,,Active
365,User Generated Content 2025 #365,Sarah Johnson,2024-11-09,,3409.4,3325.85,207174,5775,106,,Completed
526,Programmatic Display 2025 #526,David Kim,2025-07-20,,83423.62,79576.92,6982363,18577,719,,Completed
754,Social Proof Campaign 2025 #754,James Miller,2025-09-08,,71927.49,63385.39,5038780,86304,3470,,Completed
758,Back to School Banner Ads 2025,Emily Rodriguez,2025-12-11,,68248.62,8773.25,1117914,5550,55,,Active
943,Brand Awareness Drive 2023 #943,Michael Chen,2025-12-15,,42051.49,4266.45,216859,3253,106,,Active
5,Community Engagement 2024,Andrew Thompson,2025-01-09,,46217.71,6616.01,524366,15350,276,,Cancelled
28,YouTube Pre-Roll 2024,Stephanie Davis,2025-03-28,,77371.86,6795.73,687679,13776,672,,Cancelled
36,User Generated Content 2023,Brian Wilson,2025-12-10,,45796.0,10746.01,858041,24580,1134,,Active
225,Q4 Newsletter Campaign 2024,Brian Wilson,2025-10-27,,3486.19,2429.96,177951,3334,245,,Paused
881,High Intent Keywords 2024 #881,Stephanie Davis,2025-03-21,,88715.2,73419.58,8358472,792727,21298,,Completed
53,User Generated Content 2025,Kevin Brown,2025-12-15,,56263.61,11778.16,603838,3263,70,,Active
270,Winter Newsletter Campaign 2023,James Miller,2025-06-12,,6812.29,6595.83,1242838,46621,714,,Completed
403,Fall Social Push 2024,Jessica Martinez,2025-11-15,,45358.91,17694.5,984148,16360,564,,Active
540,Memorial Day Search Push 2024,Nicole Taylor,2025-11-25,,30246.36,8375.02,486313,28992,1118,,Active
567,Birthday SMS Special 2023,Jessica Martinez,2025-11-17,,4191.74,1444.32,184183,26006,603,,Paused
569,Trending Topic Campaign 2024 #569,James Miller,2025-11-29,,4581.35,2333.67,128919,3168,102,,Active
624,Competitor Conquest 2025 #624,Kevin Brown,2025-11-19,,38891.28,20329.66,1894296,61589,1360,,Paused
101,Holiday Search Push 2025,David Kim,2026-02-05,,94347.98,0.0,0,0,0,,Planned
231,Product Launch Announcement 2024,Amanda Lee,2025-12-17,,5318.95,478.23,25291,751,9,,Active
436,Product Showcase Social 2023 #436,Laura Garcia,2025-05-13,,19532.31,17929.09,1683236,8419,174,,Completed
647,Product Showcase Social 2024 #647,Kevin Brown,2025-09-13,,71458.0,69675.83,4141457,43523,1052,,Completed
693,Birthday Special Campaign 2023 #693,Emily Rodriguez,2025-11-05,,3163.64,1393.56,87898,954,59,,Active
711,Audience Display Campaign 2023 #711,Brian Wilson,2025-10-18,,63006.87,65177.12,3429728,32274,1525,,Completed
826,Product Category Search 2025 #826,Chris Anderson,2026-02-22,,8589.28,0.0,0,0,0,,Planned
110,Summer Social Push 2024,David Kim,2025-12-27,,26345.65,33.29,4313,101,4,,Cancelled
913,Social Proof Campaign 2024 #913,Stephanie Davis,2026-02-15,,92635.18,0.0,0,0,0,,Planned
19,Product Category Search 2023,Brian Wilson,2025-04-13,,55381.96,49148.67,3574237,112022,3268,,Completed
220,Flash Sale SMS 2025,Sarah Johnson,2025-12-12,,9723.61,2478.09,203064,12762,964,,Active
233,Birthday Special Campaign 2024,James Miller,2025-10-18,,7432.0,7162.8,1355591,13849,205,,Completed
487,Holiday Banner Ads 2025,Michael Chen,2025-11-13,,48289.53,22867.99,2892354,21476,711,,Paused
885,Native Advertising 2025 #885,Jessica Martinez,2025-03-18,,2418.55,2416.41,192542,1181,33,,Completed
886,Customer Win-Back Email 2024 #886,Kevin Brown,2024-10-31,,7037.24,6679.77,539635,6961,74,,Completed
60,Q4 Social Push 2024,Jessica Martinez,2025-12-07,,65052.45,16288.79,2026350,29640,902,,Active
125,Contextual Targeting 2025,Rachel Green,2026-03-23,,90794.01,0.0,0,0,0,,Planned
796,Retargeting Display 2025 #796,Nicole Taylor,2025-10-31,,77270.56,79107.53,4021498,29154,301,,Active
104,Spring Search Campaign 2023,Stephanie Davis,2025-03-27,,93225.99,96178.45,17033195,442350,40121,,Completed
738,Winter Display Ads 2025 #738,Nicole Taylor,2025-03-01,,21928.96,21639.25,1150591,9294,256,,Completed
287,Q2 Newsletter Campaign 2023,Sarah Johnson,2025-11-27,,4217.23,2966.74,199957,12726,709,,Paused
348,Holiday Email Blast 2025,Andrew Thompson,2024-11-01,,1222.74,1131.83,78768,4507,53,,Completed
368,Cyber Monday Social Campaign 2023,Michael Chen,2025-07-07,,16149.49,14755.32,1026085,15482,252,,Completed
486,Winter Social Push 2023,Brian Wilson,2026-02-27,,58731.56,0.0,0,0,0,,Planned
719,Loyalty Rewards Email 2023 #719,Rachel Green,2025-08-22,,9129.58,8828.91,823607,15876,743,,Completed
869,Postcard Campaign 2024,David Kim,2025-11-19,,43425.99,33969.81,0,0,0,,Active
998,Brand Awareness Drive 2024 #998,Kevin Brown,2025-12-15,,4773.36,381.67,34867,920,39,,Active
141,Restock Alert SMS 2024,James Miller,2025-06-13,,837.74,768.85,70027,5200,211,,Completed
213,Customer Win-Back Email 2025,Sarah Johnson,2025-02-18,,9203.26,9038.77,470789,10586,264,,Completed
481,Native Advertising 2025 #481,Emily Rodriguez,2025-08-31,,16360.4,16844.82,2216522,6528,200,,Completed
575,Short Form Video 2023 #575,Sarah Johnson,2025-04-30,,64531.47,63943.91,6168163,152288,7464,,Completed
742,Brand Keywords Campaign 2024 #742,Michael Chen,2025-11-06,,58374.62,36401.81,1857223,88932,3758,,Active
747,High Intent Keywords 2023 #747,Jessica Martinez,2026-03-03,,13747.28,0.0,0,0,0,,Planned
872,Short Form Video 2025 #872,Rachel Green,2025-10-18,,47377.75,40778.12,2910941,34245,842,,Completed
210,Audience Display Campaign 2025,Chris Anderson,2025-08-13,,59183.86,58669.25,3485735,29950,1465,,Completed
243,Valentine Search Push 2023,Nicole Taylor,2025-11-02,,12177.21,8780.76,1260752,83828,7009,,Paused
876,Holiday Video Push 2023,Sarah Johnson,2025-08-12,,81102.69,70842.41,3720659,84897,3854,,Completed
401,Year End Search Push 2024,Chris Anderson,2025-11-29,,29649.25,11205.75,1889029,67074,4286,,Active
821,Product Launch Announcement 2024 #821,Emily Rodriguez,2025-10-27,,5393.77,4010.16,348133,26762,839,,Active
926,Community Engagement 2023 #926,Andrew Thompson,2025-11-02,,72510.39,48274.71,2850423,44827,1250,,Active
494,Q4 Search Campaign 2023 #494,Rachel Green,2025-01-11,,22250.09,22635.19,1215998,77549,5404,,Completed
477,Q1 Newsletter Campaign 2025,Nicole Taylor,2025-07-16,,4349.99,4145.38,244413,6395,490,,Completed
498,Audience Display Campaign 2025 #498,Andrew Thompson,2025-11-09,,95245.67,37498.28,3981481,37685,1511,,Active
710,Abandoned Cart Recovery 2024 #710,Kevin Brown,2025-06-04,,8446.97,7615.2,519232,39422,2118,,Completed
803,Customer Win-Back Email 2025 #803,Michael Chen,2025-10-09,,3110.63,2834.3,268648,12750,858,,Completed
845,Valentine Email Blast 2023 #845,James Miller,2025-08-29,,4438.53,3637.7,415927,12356,712,,Completed
893,Local Search Campaign 2023 #893,Amanda Lee,2025-12-17,,28308.25,2438.65,169773,13760,839,,Active
65,Shopping Ads Campaign 2023,David Kim,2025-12-08,,89643.03,16520.53,2411676,219373,21350,,Active
224,Q4 Social Push 2023,Sarah Johnson,2025-01-03,,81565.06,81395.19,9411147,187456,4687,,Completed
